"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"2000","David Justice","- - -","146","606","41","89","118","2","12.7 %","15.0 %",".298",".276",".286",".377",".584",".404","137","0.0","30.8","2.4","5.2","923"
"1990","Jose Canseco","Athletics","131","563","37","83","101","19","12.8 %","28.1 %",".268",".326",".274",".371",".543",".399","157","-0.4","36.0","-4.5","5.2","1001918"
"2013","Joe Mauer","Twins","113","508","11","62","47","0","12.0 %","17.5 %",".153",".383",".324",".404",".476",".383","144","-0.5","24.9","6.2","5.2","1857"
"2001","Manny Ramirez","Red Sox","142","620","41","93","125","0","13.1 %","23.7 %",".302",".353",".306",".405",".609",".415","156","-0.5","43.1","-11.9","5.2","210"
"2005","David Ortiz","Red Sox","159","713","47","119","148","1","14.3 %","17.4 %",".304",".303",".300",".397",".604",".418","157","-6.5","43.2","-17.0","5.1","745"
"1993","Greg Vaughn","Brewers","154","667","30","97","97","10","13.3 %","17.7 %",".214",".287",".267",".369",".482",".370","124","-0.8","19.1","9.6","5.0","1233"
"1992","Mickey Tettleton","Tigers","157","654","32","82","83","0","18.7 %","20.9 %",".230",".257",".238",".379",".469",".375","133","-2.5","22.2","3.0","5.0","1012939"
"1993","Paul Molitor","Blue Jays","160","725","22","121","111","22","10.6 %","9.8 %",".178",".343",".332",".402",".509",".401","144","2.9","42.4","-17.2","4.8","1009040"
"2003","Jason Giambi","Yankees","156","690","41","97","107","2","18.7 %","20.3 %",".277",".259",".250",".412",".527",".402","149","-1.2","41.2","-16.0","4.8","818"
"2012","Joe Mauer","Twins","147","641","10","81","85","8","14.0 %","13.7 %",".127",".364",".319",".416",".446",".376","139","0.2","29.6","-5.5","4.7","1857"
"2001","Edgar Martinez","Mariners","132","581","23","80","116","4","16.0 %","15.5 %",".236",".331",".306",".423",".543",".408","157","0.3","41.8","-13.8","4.7","1086"
"2004","Travis Hafner","Indians","140","576","28","96","109","3","11.8 %","19.3 %",".272",".350",".311",".410",".583",".418","158","0.1","42.6","-14.6","4.6","1573"
"2002","Rafael Palmeiro","Rangers","155","663","43","99","105","2","15.7 %","14.2 %",".299",".255",".273",".391",".571",".402","143","-2.2","32.6","-10.7","4.5","1266"
"2006","Jim Thome","White Sox","143","610","42","108","109","0","17.5 %","24.1 %",".310",".321",".288",".416",".598",".421","153","-1.8","39.6","-14.6","4.4","409"
"2000","Jim Thome","Indians","158","684","37","106","106","1","17.3 %","25.0 %",".262",".319",".269",".398",".531",".399","131","0.3","29.5","-7.1","4.4","409"
"2008","Milton Bradley","Rangers","126","510","22","78","77","5","15.7 %","22.0 %",".242",".388",".321",".436",".563",".424","159","-2.3","34.7","-8.6","4.3","369"
"1992","Paul Molitor","Brewers","158","701","12","89","89","31","10.4 %","9.4 %",".141",".338",".320",".389",".461",".377","137","3.7","32.9","-15.6","4.3","1009040"
"2001","Rafael Palmeiro","Rangers","160","714","47","98","123","1","14.1 %","12.6 %",".290",".249",".273",".381",".563",".396","139","-0.3","35.2","-16.5","4.2","1266"
"2003","Frank Thomas","White Sox","153","662","42","87","105","0","15.1 %","17.4 %",".295",".265",".267",".390",".562",".404","147","-3.7","35.0","-15.0","4.2","255"
"1997","David Justice","Indians","139","582","33","84","101","3","13.7 %","13.6 %",".267",".333",".329",".418",".596",".428","158","-1.5","41.7","-18.9","4.2","923"
"2004","David Ortiz","Red Sox","150","669","41","94","139","0","11.2 %","19.9 %",".302",".322",".301",".380",".603",".408","147","-4.4","35.4","-15.5","4.2","745"
"2005","Jason Giambi","Yankees","139","545","32","74","87","0","19.8 %","20.0 %",".264",".292",".271",".440",".535",".422","165","-2.6","40.5","-18.0","4.1","818"
"1999","John Jaha","Athletics","142","570","35","93","111","2","17.7 %","22.6 %",".280",".307",".276",".414",".556",".417","149","0.4","37.9","-14.3","4.1","1006336"
"2013","Edwin Encarnacion","Blue Jays","142","621","36","90","104","7","13.2 %","10.0 %",".262",".247",".272",".370",".534",".388","144","1.7","32.7","-15.9","4.0","2151"
"2001","Mike Sweeney","Royals","147","632","29","97","99","10","10.1 %","10.1 %",".238",".299",".304",".374",".542",".382","128","0.7","23.2","-4.1","4.0","634"
"2012","Edwin Encarnacion","Blue Jays","151","644","42","93","110","13","13.0 %","14.6 %",".277",".266",".280",".384",".557",".396","150","1.0","38.5","-21.5","4.0","2151"
"2011","David Ortiz","Red Sox","146","605","29","84","96","1","12.9 %","13.7 %",".246",".321",".309",".398",".554",".407","154","-6.2","32.1","-14.9","3.9","745"
"2013","David Ortiz","Red Sox","137","600","30","84","103","4","12.7 %","14.7 %",".255",".321",".309",".395",".564",".400","152","-4.4","31.1","-15.5","3.8","745"
"1996","Kevin Seitzer","- - -","154","675","13","85","78","6","12.9 %","11.7 %",".140",".358",".326",".416",".466",".389","123","0.5","22.3","-7.7","3.8","1011730"
"1992","Dave Winfield","Blue Jays","156","670","26","92","108","2","12.2 %","13.3 %",".201",".304",".290",".377",".491",".386","140","-0.9","29.3","-15.2","3.8","1014127"
"1991","Cecil Fielder","Tigers","162","712","44","102","133","0","11.0 %","21.2 %",".252",".275",".261",".347",".513",".375","132","0.0","26.8","-13.6","3.8","1004026"
"2008","Aubrey Huff","Orioles","154","661","32","96","108","4","8.0 %","13.5 %",".247",".310",".304",".360",".552",".387","134","0.4","28.4","-13.4","3.7","1213"
"1996","John Jaha","Brewers","148","636","34","108","118","3","13.4 %","18.6 %",".243",".327",".300",".398",".543",".406","134","0.0","29.6","-14.7","3.7","1006336"
"1992","Danny Tartabull","Yankees","123","526","25","72","85","2","19.6 %","21.9 %",".223",".307",".266",".409",".489",".399","153","-0.5","30.6","-13.9","3.7","1012829"
"2002","Ray Durham","- - -","150","659","15","114","70","26","11.1 %","14.1 %",".161",".321",".289",".374",".450",".362","121","8.5","25.4","-11.9","3.6","230"
"2011","Michael Young","Rangers","159","689","11","88","106","6","6.8 %","11.3 %",".136",".367",".338",".380",".474",".369","127","4.2","25.8","-15.1","3.5","1286"
"2013","Carlos Santana","Indians","154","642","20","75","74","3","14.5 %","17.1 %",".187",".301",".268",".377",".455",".364","133","-4.3","20.1","-9.2","3.5","2396"
"2009","Adam Lind","Blue Jays","151","654","35","93","114","1","8.9 %","16.8 %",".257",".323",".305",".370",".562",".396","140","1.3","34.1","-22.4","3.4","8027"
"1994","Paul Molitor","Blue Jays","115","516","14","86","75","20","10.7 %","9.3 %",".176",".355",".341",".410",".518",".402","139","4.0","30.6","-13.2","3.4","1009040"
"1991","Chili Davis","Twins","153","634","29","84","93","5","15.0 %","18.5 %",".230",".304",".277",".385",".507",".391","139","-1.4","27.8","-16.2","3.3","1003041"
"2000","Mike Sweeney","Royals","159","717","29","105","144","8","9.9 %","9.3 %",".189",".331",".333",".407",".523",".400","129","0.3","28.8","-18.2","3.3","634"
"2002","Shannon Stewart","Blue Jays","141","641","10","103","45","14","8.4 %","9.4 %",".139",".325",".303",".371",".442",".358","116","4.7","17.1","-5.9","3.3","1322"
"2007","Jim Thome","White Sox","130","536","35","79","96","0","17.7 %","25.0 %",".287",".316",".275",".410",".563",".412","150","-4.6","28.7","-13.4","3.3","409"
"1998","Tim Salmon","Angels","136","566","26","84","88","0","15.9 %","17.7 %",".233",".326",".300",".410",".533",".405","143","-0.5","31.0","-16.8","3.3","32"
"2007","Vladimir Guerrero","Angels","150","660","27","89","125","2","10.8 %","9.4 %",".223",".324",".324",".403",".547",".396","143","-6.8","28.6","-18.4","3.2","778"
"1998","Eric Davis","Orioles","131","508","28","81","89","7","8.7 %","21.3 %",".254",".372",".327",".388",".582",".414","151","-1.2","32.7","-17.1","3.2","1003048"
"2003","David Ortiz","Red Sox","128","509","31","79","101","0","11.4 %","16.3 %",".304",".292",".288",".369",".592",".401","145","-2.8","25.7","-10.9","3.2","745"
"1999","David Justice","Indians","133","530","21","75","88","1","17.7 %","17.0 %",".189",".316",".287",".413",".476",".387","125","-1.1","16.9","-2.0","3.2","923"
"1995","Chili Davis","Angels","119","522","20","81","86","3","17.0 %","15.1 %",".196",".344",".318",".429",".514",".407","142","-0.9","27.5","-12.9","3.2","1003041"
"2000","Rafael Palmeiro","Rangers","158","678","39","102","120","2","15.2 %","11.4 %",".269",".272",".288",".397",".558",".399","130","0.0","27.6","-17.8","3.1","1266"
"1998","Matt Stairs","Athletics","149","593","26","88","106","8","9.9 %","15.7 %",".216",".314",".294",".370",".511",".380","128","0.3","21.9","-10.8","3.1","1384"
"2002","Ellis Burks","Indians","138","570","32","92","91","2","7.7 %","18.9 %",".239",".327",".301",".362",".541",".386","139","-1.7","25.6","-14.2","3.1","372"
"1994","Julio Franco","White Sox","112","505","20","72","98","8","12.3 %","14.9 %",".192",".344",".319",".406",".510",".398","141","1.2","28.3","-13.5","3.1","87"
"1998","Frank Thomas","White Sox","160","712","29","109","109","7","15.4 %","13.1 %",".215",".266",".265",".381",".480",".376","126","1.4","25.1","-18.6","3.0","255"
"1994","Edgar Martinez","Mariners","89","387","13","47","51","6","13.7 %","10.9 %",".196",".292",".285",".387",".482",".379","124","0.3","12.7","5.1","3.0","1086"
"1994","Chili Davis","Angels","108","468","26","72","84","3","14.7 %","17.9 %",".250",".333",".311",".410",".561",".410","144","-0.3","26.7","-11.5","3.0","1003041"
"2002","Scott Hatteberg","Athletics","136","568","15","58","61","0","12.0 %","9.9 %",".152",".291",".280",".374",".433",".358","121","-1.3","13.1","-3.2","2.9","916"
"2012","Billy Butler","Royals","161","679","29","72","107","2","8.0 %","16.3 %",".197",".341",".313",".373",".510",".377","139","-6.5","24.5","-18.7","2.9","7399"
"2003","Edgar Martinez","Mariners","145","603","24","72","98","0","15.3 %","15.8 %",".195",".317",".294",".406",".489",".387","142","-8.2","23.8","-15.0","2.9","1086"
"2004","Erubiel Durazo","Athletics","142","578","22","80","88","3","9.7 %","18.0 %",".202",".367",".321",".396",".523",".392","139","-1.8","26.6","-16.6","2.9","1413"
"1993","Danny Tartabull","Yankees","138","611","31","87","102","0","15.1 %","25.5 %",".253",".294",".250",".363",".503",".376","131","0.1","23.2","-13.7","2.9","1012829"
"1990","Mickey Tettleton","Orioles","135","559","15","68","51","2","19.0 %","28.6 %",".158",".308",".223",".376",".381",".350","121","-1.4","12.0","-2.4","2.9","1012939"
"1996","Harold Baines","White Sox","143","572","22","80","95","3","12.8 %","10.8 %",".192",".319",".311",".399",".503",".391","130","0.0","23.9","-15.2","2.9","1000434"
"1996","Geronimo Berroa","Athletics","153","643","36","101","106","0","7.3 %","19.0 %",".242",".309",".290",".344",".532",".374","120","-1.5","15.9","-10.2","2.8","1000900"
"2006","Jason Giambi","Yankees","139","579","37","92","113","2","19.0 %","18.3 %",".305",".245",".253",".413",".558",".407","147","-5.5","29.7","-20.4","2.8","818"
"2007","Gary Sheffield","Tigers","133","593","25","107","75","22","14.2 %","12.0 %",".196",".262",".265",".378",".462",".368","123","2.8","19.8","-11.9","2.8","114"
"1990","Alvin Davis","Mariners","140","592","17","63","68","0","14.4 %","11.5 %",".146",".294",".283",".387",".429",".365","127","-1.1","16.9","-9.5","2.7","1003033"
"1999","Mike Sweeney","Royals","150","643","22","101","102","6","8.4 %","7.5 %",".198",".320",".322",".387",".520",".394","128","0.8","24.6","-18.3","2.7","634"
"2010","Luke Scott","Orioles","131","517","27","70","72","2","11.4 %","19.0 %",".251",".304",".284",".368",".535",".387","140","-3.6","20.6","-12.1","2.7","3469"
"1994","Jose Canseco","Rangers","111","505","31","88","90","15","13.7 %","22.6 %",".270",".315",".282",".386",".552",".398","134","-0.5","22.3","-12.0","2.7","1001918"
"2011","Paul Konerko","White Sox","149","639","31","69","105","1","12.1 %","13.9 %",".217",".304",".300",".388",".517",".384","139","-11.3","18.1","-13.9","2.6","242"
"1995","Eddie Murray","Indians","113","480","21","68","82","5","8.1 %","13.5 %",".193",".338",".323",".375",".516",".384","128","0.4","17.7","-7.3","2.6","1009386"
"1992","Cecil Fielder","Tigers","155","676","35","80","124","0","10.8 %","22.3 %",".214",".265",".244",".325",".458",".348","116","-0.2","11.7","-9.2","2.5","1004026"
"2001","Ellis Burks","Indians","124","515","28","83","74","5","12.0 %","16.5 %",".262",".284",".280",".369",".542",".383","136","0.5","23.9","-15.8","2.5","372"
"1991","Harold Baines","Athletics","141","566","20","76","90","0","12.7 %","11.8 %",".178",".305",".295",".383",".473",".371","135","-0.4","22.8","-16.9","2.5","1000434"
"2006","Frank Thomas","Athletics","137","559","39","77","114","0","14.5 %","14.5 %",".275",".247",".270",".381",".545",".392","139","-6.7","21.6","-14.6","2.5","255"
"1997","Chili Davis","Royals","140","567","30","71","90","6","15.0 %","16.9 %",".231",".290",".279",".386",".509",".382","128","0.0","20.0","-14.4","2.5","1003041"
"2011","Victor Martinez","Tigers","145","595","12","76","103","1","7.7 %","8.6 %",".141",".343",".330",".380",".470",".369","130","-5.0","15.9","-11.4","2.5","393"
"2007","Jack Cust","Athletics","124","507","26","61","82","0","20.7 %","32.3 %",".248",".355",".256",".408",".504",".397","145","-6.4","22.3","-14.2","2.5","1564"
"2009","Jason Kubel","Twins","146","578","28","73","103","1","9.7 %","18.3 %",".239",".327",".300",".369",".539",".385","135","-2.8","22.1","-16.8","2.5","2161"
"1996","Paul Molitor","Twins","161","729","9","99","113","18","7.7 %","9.9 %",".127",".367",".341",".390",".468",".372","114","0.7","15.3","-16.4","2.5","1009040"
"1995","Jose Canseco","Red Sox","102","450","24","64","81","4","9.3 %","20.7 %",".250",".342",".306",".378",".556",".399","135","0.7","21.2","-10.9","2.5","1001918"
"2003","Rafael Palmeiro","Rangers","154","654","38","92","112","2","12.8 %","11.8 %",".248",".240",".260",".359",".508",".369","119","-3.9","12.0","-9.6","2.5","1266"
"2007","Johnny Damon","Yankees","141","605","12","93","63","27","10.9 %","13.1 %",".126",".297",".270",".351",".396",".333","100","7.0","7.3","-3.1","2.5","185"
"1991","Jack Clark","Red Sox","140","587","28","75","87","0","16.4 %","22.7 %",".216",".283",".249",".374",".466",".376","129","-0.8","19.1","-14.6","2.4","1002288"
"1996","Chili Davis","Angels","145","623","28","73","95","5","13.8 %","15.9 %",".204",".311",".292",".387",".496",".380","120","-0.1","17.5","-15.4","2.4","1003041"
"2010","David Ortiz","Red Sox","145","606","32","86","102","0","13.5 %","23.9 %",".259",".313",".270",".370",".529",".382","134","-6.7","17.8","-14.9","2.4","745"
"1994","Bob Hamelin","Royals","101","375","24","64","65","4","14.9 %","16.5 %",".317",".277",".282",".388",".599",".414","146","-0.5","22.2","-10.0","2.4","1005269"
"1995","Harold Baines","Orioles","127","459","24","60","63","0","15.3 %","9.8 %",".242",".284",".299",".403",".540",".401","139","-1.0","22.1","-13.2","2.4","1000434"
"2005","Jay Gibbons","Orioles","139","518","26","72","79","0","5.4 %","10.8 %",".240",".268",".277",".317",".516",".353","117","-1.7","9.1","-3.2","2.4","141"
"2008","Vladimir Guerrero","Angels","143","600","27","85","91","5","8.5 %","12.8 %",".218",".311",".303",".365",".521",".374","129","-1.7","20.0","-16.6","2.4","778"
"1994","Geronimo Berroa","Athletics","96","391","13","55","65","7","10.5 %","15.9 %",".179",".335",".306",".379",".485",".376","127","0.5","14.5","-3.7","2.3","1000900"
"1996","Dave Nilsson","Brewers","123","516","17","81","84","2","11.0 %","13.2 %",".194",".358",".331",".407",".525",".402","131","-1.1","21.2","-15.8","2.3","1009601"
"2010","Johnny Damon","Tigers","145","613","8","81","51","11","11.3 %","14.7 %",".130",".312",".271",".355",".401",".338","107","6.7","11.9","-10.4","2.3","185"
"2002","Raul Ibanez","Royals","137","544","24","70","103","5","7.4 %","14.0 %",".243",".304",".294",".346",".537",".374","123","-2.5","13.1","-9.0","2.3","607"
"2000","David Segui","- - -","150","634","19","93","103","0","8.4 %","13.2 %",".176",".363",".334",".388",".510",".388","124","-0.4","20.0","-18.1","2.2","169"
"2000","Greg Vaughn","Devil Rays","127","545","28","83","74","8","14.7 %","23.5 %",".245",".290",".254",".365",".499",".372","116","1.2","13.2","-8.8","2.2","1233"
"1997","Juan Gonzalez","Rangers","133","579","42","87","131","0","5.7 %","18.5 %",".293",".294",".296",".335",".589",".385","127","0.0","19.8","-17.3","2.2","1251"
"1995","Mickey Tettleton","Rangers","134","547","32","76","78","0","19.6 %","20.1 %",".273",".241",".238",".396",".510",".395","132","-0.2","22.6","-18.2","2.2","1012939"
"2009","Hideki Matsui","Yankees","142","528","28","62","90","0","12.1 %","14.2 %",".235",".273",".274",".367",".509",".380","127","-1.1","16.7","-12.7","2.2","1659"
"2007","Travis Hafner","Indians","152","661","24","80","100","1","15.4 %","17.4 %",".185",".294",".266",".385",".451",".362","121","-3.0","14.6","-15.0","2.2","1573"
"2005","David Dellucci","Rangers","128","518","29","97","65","5","14.7 %","23.4 %",".262",".279",".251",".367",".513",".379","130","0.9","19.7","-16.1","2.1","1402"
"2003","Tim Salmon","Angels","148","621","19","78","72","3","12.4 %","15.0 %",".189",".299",".275",".374",".464",".364","124","-2.0","16.6","-16.8","2.1","32"
"2012","Chris Davis","Orioles","139","562","33","75","85","2","6.6 %","30.1 %",".231",".335",".270",".326",".501",".352","121","-1.6","12.2","-10.5","2.1","9272"
"1999","Frank Thomas","White Sox","135","590","15","74","77","3","14.7 %","11.2 %",".167",".322",".305",".414",".471",".385","126","-0.7","19.6","-17.9","2.1","255"
"2012","Paul Konerko","White Sox","144","598","26","66","75","0","9.4 %","13.9 %",".188",".312",".298",".371",".486",".371","133","-6.2","16.6","-16.6","2.0","242"
"1992","Albert Belle","Indians","153","651","34","81","112","8","8.0 %","19.7 %",".217",".274",".260",".320",".477",".354","121","0.7","15.9","-18.0","2.0","1000802"
"2013","Josh Hamilton","Angels","151","636","21","73","79","4","7.4 %","24.8 %",".182",".303",".250",".307",".432",".319","105","2.9","6.7","-9.0","2.0","1875"
"2005","Raul Ibanez","Mariners","162","690","20","92","89","9","10.3 %","14.3 %",".156",".305",".280",".355",".436",".345","115","-1.2","11.1","-14.5","2.0","607"
"2003","Dmitri Young","Tigers","155","635","29","78","85","2","9.1 %","20.5 %",".240",".339",".297",".372",".537",".381","136","-2.5","26.5","-28.3","2.0","505"
"1999","Paul Konerko","White Sox","142","564","24","71","81","1","8.0 %","12.1 %",".216",".300",".294",".352",".511",".371","117","0.2","13.0","-12.2","1.9","242"
"2007","Frank Thomas","Blue Jays","155","624","26","63","95","0","13.0 %","15.1 %",".203",".291",".277",".377",".480",".373","127","-7.2","14.1","-15.9","1.9","255"
"2012","Alex Rodriguez","Yankees","122","529","18","74","57","13","9.6 %","21.9 %",".158",".323",".272",".353",".430",".342","113","-0.1","8.2","-7.1","1.9","1274"
"1999","Mo Vaughn","Angels","139","592","33","63","108","0","9.1 %","21.5 %",".227",".311",".281",".358",".508",".370","115","0.0","12.0","-12.7","1.9","899"
"2008","Jim Thome","White Sox","149","602","34","93","90","1","15.1 %","24.4 %",".258",".273",".245",".362",".503",".371","122","-3.2","13.4","-15.0","1.9","409"
"1998","Mike Stanley","- - -","145","593","29","74","79","3","13.8 %","21.8 %",".225",".283",".256",".364",".481",".366","117","0.1","13.2","-14.7","1.9","1012416"
"2012","Adam Dunn","White Sox","151","649","41","87","96","2","16.2 %","34.2 %",".263",".246",".204",".333",".468",".346","116","-2.9","9.0","-12.5","1.8","319"
"2011","Josh Willingham","Athletics","136","563","29","69","98","4","9.9 %","26.6 %",".232",".287",".246",".332",".477",".350","123","-2.8","12.0","-12.8","1.8","2103"
"2008","Jack Cust","Athletics","148","598","33","77","77","0","18.6 %","32.9 %",".245",".306",".231",".375",".476",".372","131","-2.0","20.6","-22.6","1.8","1564"
"2013","Adam Lind","Blue Jays","143","521","23","67","67","1","9.8 %","19.8 %",".209",".324",".288",".357",".497",".368","131","-3.7","14.4","-15.5","1.7","8027"
"2012","Kendrys Morales","Angels","134","522","22","61","73","0","5.9 %","22.2 %",".194",".315",".273",".320",".467",".339","119","-2.5","9.1","-9.7","1.7","8610"
"1992","Chili Davis","Twins","138","529","12","63","66","4","13.8 %","14.4 %",".151",".318",".288",".386",".439",".367","127","-1.3","14.7","-15.6","1.7","1003041"
"1998","David Justice","Indians","146","625","21","94","88","9","12.2 %","15.7 %",".196",".302",".280",".363",".476",".362","113","0.5","10.8","-15.1","1.7","923"
"1993","Julio Franco","Rangers","144","607","14","85","84","9","10.2 %","15.7 %",".148",".326",".289",".360",".438",".354","116","0.7","12.6","-15.1","1.7","87"
"2000","Brad Fullmer","Blue Jays","133","524","32","76","104","3","5.7 %","13.0 %",".263",".284",".295",".340",".558",".376","118","0.2","12.8","-14.0","1.6","13"
"1996","Carlos Delgado","Blue Jays","138","563","25","68","92","0","10.3 %","24.7 %",".219",".322",".270",".353",".490",".363","111","-0.1","8.2","-12.2","1.6","1297"
"2003","Erubiel Durazo","Athletics","154","645","21","92","77","1","15.5 %","16.3 %",".171",".283",".259",".374",".430",".349","113","0.3","10.7","-16.6","1.6","1413"
"2005","Mike Sweeney","Royals","122","514","21","63","83","3","6.4 %","11.9 %",".217",".305",".300",".347",".517",".365","122","-2.1","11.6","-13.4","1.6","634"
"1990","Chris James","Indians","140","569","12","62","70","4","5.4 %","12.5 %",".144",".326",".299",".341",".443",".348","116","-0.6","10.1","-12.9","1.6","1006347"
"1997","Harold Baines","- - -","137","510","16","55","67","0","10.8 %","12.2 %",".157",".318",".301",".375",".458",".361","118","-0.4","11.2","-13.1","1.6","1000434"
"2000","Mark Quinn","Royals","135","544","20","76","78","5","6.4 %","16.7 %",".194",".324",".294",".342",".488",".357","101","0.1","1.1","-4.7","1.5","621"
"2013","Billy Butler","Royals","162","668","15","62","82","0","11.8 %","15.3 %",".124",".326",".289",".374",".412",".345","117","-5.2","7.7","-16.1","1.5","7399"
"1996","Cecil Fielder","- - -","160","688","39","85","117","2","12.6 %","20.2 %",".232",".263",".252",".350",".484",".356","106","0.2","5.8","-16.3","1.5","1004026"
"2002","Frank Thomas","White Sox","148","628","28","77","92","3","14.0 %","18.3 %",".220",".267",".252",".361",".472",".362","119","-5.9","8.5","-15.9","1.4","255"
"2010","Hideki Matsui","Angels","145","558","21","55","84","0","12.0 %","17.6 %",".185",".302",".274",".361",".459",".358","126","-5.5","11.8","-17.1","1.4","1659"
"2008","Garret Anderson","Angels","145","593","15","66","84","7","4.9 %","13.0 %",".140",".314",".293",".325",".433",".327","98","-1.9","-3.6","-2.5","1.4","2"
"1997","Dave Nilsson","Brewers","156","629","20","71","81","2","10.3 %","14.0 %",".168",".296",".278",".352",".446",".347","104","-0.8","2.2","-10.1","1.4","1009601"
"2012","Ryan Doumit","Twins","134","528","18","56","75","0","5.5 %","18.6 %",".186",".306",".275",".320",".461",".332","109","-2.0","3.7","-7.8","1.4","2113"
"2010","Vladimir Guerrero","Rangers","152","643","29","83","115","4","5.4 %","9.3 %",".196",".292",".300",".345",".496",".364","119","-8.5","6.2","-14.6","1.4","778"
"2005","Dmitri Young","Tigers","126","509","21","61","72","1","5.7 %","19.6 %",".200",".304",".271",".325",".471",".339","109","-1.1","4.3","-8.1","1.4","505"
"2013","Kendrys Morales","Mariners","156","657","23","64","80","0","7.5 %","17.4 %",".171",".309",".277",".336",".449",".342","117","-5.5","7.5","-16.7","1.3","8610"
"2005","Lew Ford","Twins","147","590","7","70","53","13","7.6 %","14.4 %",".113",".301",".264",".338",".377",".318","93","1.8","-3.0","-3.8","1.3","1724"
"1998","Jose Canseco","Blue Jays","151","658","46","98","107","29","9.9 %","24.2 %",".281",".241",".237",".318",".518",".354","110","-1.6","6.9","-16.3","1.3","1001918"
"2011","Billy Butler","Royals","159","673","19","74","95","2","9.8 %","14.1 %",".169",".316",".291",".361",".461",".352","120","-6.6","8.7","-18.2","1.3","7399"
"1990","Dave Parker","Brewers","157","669","21","71","92","4","6.1 %","15.2 %",".162",".309",".289",".330",".451",".340","114","-2.2","8.5","-17.7","1.2","1010000"
"1994","Kirk Gibson","Tigers","98","382","23","71","72","4","11.0 %","18.1 %",".273",".280",".276",".358",".548",".383","127","-1.4","12.2","-12.3","1.2","1004669"
"2011","Johnny Damon","Rays","150","647","16","79","73","19","7.9 %","14.2 %",".156",".284",".261",".326",".418",".327","108","-0.3","6.1","-16.0","1.2","185"
"1997","Reggie Jefferson","Red Sox","136","524","13","74","67","1","4.6 %","17.7 %",".151",".370",".319",".358",".470",".360","112","-0.6","7.6","-14.4","1.1","1006381"
"2011","Edwin Encarnacion","Blue Jays","134","530","17","70","55","8","8.1 %","14.5 %",".181",".292",".272",".334",".453",".343","113","2.1","10.1","-16.6","1.1","2151"
